nohup: ignoring input
[1] order5big_0004: THEOREM (60.1s)  running={'THEOREM': 1}
[1357] order5big_10852: THEOREM (73.0s)  running={'THEOREM': 513, 'LINEAR': 782, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 6}
[1358] order5big_10860: SOLVED_FMB (0.6s)  running={'THEOREM': 513, 'LINEAR': 782, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1359] order5big_10868: THEOREM (60.2s)  running={'THEOREM': 514, 'LINEAR': 782, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1360] order5big_10876: LINEAR (0.0s)  running={'THEOREM': 514, 'LINEAR': 783, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1361] order5big_10884: THEOREM (60.7s)  running={'THEOREM': 515, 'LINEAR': 783, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1362] order5big_10892: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 784, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1363] order5big_10900: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 785, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1364] order5big_10908: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 786, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1365] order5big_10916: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 787, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1366] order5big_10924: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 788, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1367] order5big_10932: THEOREM (60.2s)  running={'THEOREM': 516, 'LINEAR': 788, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1368] order5big_10940: THEOREM (60.5s)  running={'THEOREM': 517, 'LINEAR': 788, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1369] order5big_10948: LINEAR (0.0s)  running={'THEOREM': 517, 'LINEAR': 789, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1370] order5big_10956: LINEAR (0.0s)  running={'THEOREM': 517, 'LINEAR': 790, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1371] order5big_10964: LINEAR (0.0s)  running={'THEOREM': 517, 'LINEAR': 791, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1372] order5big_10972: THEOREM (60.2s)  running={'THEOREM': 518, 'LINEAR': 791, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1373] order5big_10980: THEOREM (60.2s)  running={'THEOREM': 519, 'LINEAR': 791, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1374] order5big_10988: LINEAR (0.0s)  running={'THEOREM': 519, 'LINEAR': 792, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1375] order5big_10996: LINEAR (0.0s)  running={'THEOREM': 519, 'LINEAR': 793, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1376] order5big_11004: LINEAR (0.0s)  running={'THEOREM': 519, 'LINEAR': 794, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1377] order5big_11012: LINEAR (0.0s)  running={'THEOREM': 519, 'LINEAR': 795, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1378] order5big_11020: THEOREM (60.2s)  running={'THEOREM': 520, 'LINEAR': 795, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1379] order5big_11028: LINEAR (0.0s)  running={'THEOREM': 520, 'LINEAR': 796, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1380] order5big_11036: THEOREM (60.2s)  running={'THEOREM': 521, 'LINEAR': 796, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1381] order5big_11044: LINEAR (0.0s)  running={'THEOREM': 521, 'LINEAR': 797, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1382] order5big_11052: LINEAR (0.0s)  running={'THEOREM': 521, 'LINEAR': 798, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1383] order5big_11060: THEOREM (60.2s)  running={'THEOREM': 522, 'LINEAR': 798, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1384] order5big_11068: LINEAR (0.0s)  running={'THEOREM': 522, 'LINEAR': 799, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1385] order5big_11076: LINEAR (0.0s)  running={'THEOREM': 522, 'LINEAR': 800, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1386] order5big_11084: THEOREM (61.2s)  running={'THEOREM': 523, 'LINEAR': 800, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1387] order5big_11092: THEOREM (60.2s)  running={'THEOREM': 524, 'LINEAR': 800, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1388] order5big_11100: LINEAR (0.0s)  running={'THEOREM': 524, 'LINEAR': 801, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1389] order5big_11108: LINEAR (0.0s)  running={'THEOREM': 524, 'LINEAR': 802, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1390] order5big_11116: THEOREM (72.9s)  running={'THEOREM': 525, 'LINEAR': 802, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1391] order5big_11124: LINEAR (0.0s)  running={'THEOREM': 525, 'LINEAR': 803, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1392] order5big_11132: LINEAR (0.0s)  running={'THEOREM': 525, 'LINEAR': 804, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1393] order5big_11140: THEOREM (60.2s)  running={'THEOREM': 526, 'LINEAR': 804, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1394] order5big_11148: LINEAR (0.0s)  running={'THEOREM': 526, 'LINEAR': 805, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1395] order5big_11156: LINEAR (0.0s)  running={'THEOREM': 526, 'LINEAR': 806, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1396] order5big_11164: LINEAR (0.0s)  running={'THEOREM': 526, 'LINEAR': 807, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1397] order5big_11172: THEOREM (60.2s)  running={'THEOREM': 527, 'LINEAR': 807, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1398] order5big_11180: LINEAR (0.0s)  running={'THEOREM': 527, 'LINEAR': 808, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1399] order5big_11188: LINEAR (0.0s)  running={'THEOREM': 527, 'LINEAR': 809, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1400] order5big_11196: LINEAR (0.0s)  running={'THEOREM': 527, 'LINEAR': 810, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1401] order5big_11204: LINEAR (0.0s)  running={'THEOREM': 527, 'LINEAR': 811, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1402] order5big_11212: LINEAR (0.0s)  running={'THEOREM': 527, 'LINEAR': 812, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1403] order5big_11220: LINEAR (0.0s)  running={'THEOREM': 527, 'LINEAR': 813, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1404] order5big_11228: LINEAR (0.0s)  running={'THEOREM': 527, 'LINEAR': 814, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1405] order5big_11236: LINEAR (0.0s)  running={'THEOREM': 527, 'LINEAR': 815, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1406] order5big_11244: THEOREM (60.3s)  running={'THEOREM': 528, 'LINEAR': 815, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1407] order5big_11252: THEOREM (60.5s)  running={'THEOREM': 529, 'LINEAR': 815, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1408] order5big_11260: LINEAR (0.0s)  running={'THEOREM': 529, 'LINEAR': 816, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1409] order5big_11268: THEOREM (60.4s)  running={'THEOREM': 530, 'LINEAR': 816, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1410] order5big_11276: LINEAR (0.0s)  running={'THEOREM': 530, 'LINEAR': 817, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1411] order5big_11284: THEOREM (60.2s)  running={'THEOREM': 531, 'LINEAR': 817, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1412] order5big_11292: LINEAR (0.0s)  running={'THEOREM': 531, 'LINEAR': 818, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1413] order5big_11300: LINEAR (0.0s)  running={'THEOREM': 531, 'LINEAR': 819, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1414] order5big_11308: LINEAR (0.0s)  running={'THEOREM': 531, 'LINEAR': 820, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1415] order5big_11316: LINEAR (0.0s)  running={'THEOREM': 531, 'LINEAR': 821, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1416] order5big_11324: THEOREM (60.3s)  running={'THEOREM': 532, 'LINEAR': 821, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1417] order5big_11332: LINEAR (0.0s)  running={'THEOREM': 532, 'LINEAR': 822, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1418] order5big_11340: THEOREM (60.2s)  running={'THEOREM': 533, 'LINEAR': 822, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1419] order5big_11348: LINEAR (0.0s)  running={'THEOREM': 533, 'LINEAR': 823, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1420] order5big_11356: LINEAR (0.0s)  running={'THEOREM': 533, 'LINEAR': 824, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1421] order5big_11364: LINEAR (0.0s)  running={'THEOREM': 533, 'LINEAR': 825, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1422] order5big_11372: LINEAR (0.0s)  running={'THEOREM': 533, 'LINEAR': 826, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1423] order5big_11380: THEOREM (60.1s)  running={'THEOREM': 534, 'LINEAR': 826, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 6}
[1424] order5big_11388: HARD_NONLINEAR (120.1s)  running={'THEOREM': 534, 'LINEAR': 826, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1425] order5big_11396: THEOREM (62.0s)  running={'THEOREM': 535, 'LINEAR': 826, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1426] order5big_11404: LINEAR (0.0s)  running={'THEOREM': 535, 'LINEAR': 827, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1427] order5big_11412: THEOREM (61.2s)  running={'THEOREM': 536, 'LINEAR': 827, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1428] order5big_11420: LINEAR (0.0s)  running={'THEOREM': 536, 'LINEAR': 828, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1429] order5big_11428: LINEAR (0.0s)  running={'THEOREM': 536, 'LINEAR': 829, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1430] order5big_11436: LINEAR (0.0s)  running={'THEOREM': 536, 'LINEAR': 830, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1431] order5big_11444: SOLVED_FMB (0.4s)  running={'THEOREM': 536, 'LINEAR': 830, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1432] order5big_11452: LINEAR (0.0s)  running={'THEOREM': 536, 'LINEAR': 831, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1433] order5big_11460: LINEAR (0.0s)  running={'THEOREM': 536, 'LINEAR': 832, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1434] order5big_11468: THEOREM (60.1s)  running={'THEOREM': 537, 'LINEAR': 832, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1435] order5big_11476: LINEAR (0.0s)  running={'THEOREM': 537, 'LINEAR': 833, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1436] order5big_11484: THEOREM (61.0s)  running={'THEOREM': 538, 'LINEAR': 833, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1437] order5big_11492: LINEAR (0.0s)  running={'THEOREM': 538, 'LINEAR': 834, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1438] order5big_11500: THEOREM (60.2s)  running={'THEOREM': 539, 'LINEAR': 834, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1439] order5big_11508: LINEAR (0.0s)  running={'THEOREM': 539, 'LINEAR': 835, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1440] order5big_11516: LINEAR (0.0s)  running={'THEOREM': 539, 'LINEAR': 836, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1441] order5big_11524: LINEAR (0.0s)  running={'THEOREM': 539, 'LINEAR': 837, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1442] order5big_11532: LINEAR (0.0s)  running={'THEOREM': 539, 'LINEAR': 838, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1443] order5big_11540: LINEAR (0.0s)  running={'THEOREM': 539, 'LINEAR': 839, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1444] order5big_11548: THEOREM (60.2s)  running={'THEOREM': 540, 'LINEAR': 839, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1445] order5big_11556: LINEAR (0.0s)  running={'THEOREM': 540, 'LINEAR': 840, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1446] order5big_11564: LINEAR (0.0s)  running={'THEOREM': 540, 'LINEAR': 841, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1447] order5big_11572: LINEAR (0.0s)  running={'THEOREM': 540, 'LINEAR': 842, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1448] order5big_11580: THEOREM (60.4s)  running={'THEOREM': 541, 'LINEAR': 842, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1449] order5big_11588: LINEAR (0.0s)  running={'THEOREM': 541, 'LINEAR': 843, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1450] order5big_11596: THEOREM (60.3s)  running={'THEOREM': 542, 'LINEAR': 843, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1451] order5big_11604: LINEAR (0.0s)  running={'THEOREM': 542, 'LINEAR': 844, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1452] order5big_11612: THEOREM (76.0s)  running={'THEOREM': 543, 'LINEAR': 844, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1453] order5big_11620: THEOREM (60.7s)  running={'THEOREM': 544, 'LINEAR': 844, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1454] order5big_11628: LINEAR (0.0s)  running={'THEOREM': 544, 'LINEAR': 845, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1455] order5big_11636: LINEAR (0.0s)  running={'THEOREM': 544, 'LINEAR': 846, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1456] order5big_11644: LINEAR (0.0s)  running={'THEOREM': 544, 'LINEAR': 847, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1457] order5big_11652: LINEAR (0.0s)  running={'THEOREM': 544, 'LINEAR': 848, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1458] order5big_11660: LINEAR (0.0s)  running={'THEOREM': 544, 'LINEAR': 849, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1459] order5big_11668: THEOREM (60.2s)  running={'THEOREM': 545, 'LINEAR': 849, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1460] order5big_11676: LINEAR (0.0s)  running={'THEOREM': 545, 'LINEAR': 850, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1461] order5big_11684: LINEAR (0.0s)  running={'THEOREM': 545, 'LINEAR': 851, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1462] order5big_11692: THEOREM (60.1s)  running={'THEOREM': 546, 'LINEAR': 851, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1463] order5big_11700: THEOREM (60.3s)  running={'THEOREM': 547, 'LINEAR': 851, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1464] order5big_11708: THEOREM (71.7s)  running={'THEOREM': 548, 'LINEAR': 851, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1465] order5big_11716: THEOREM (60.2s)  running={'THEOREM': 549, 'LINEAR': 851, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1466] order5big_11724: THEOREM (1.7s)  running={'THEOREM': 550, 'LINEAR': 851, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1467] order5big_11732: THEOREM (60.2s)  running={'THEOREM': 551, 'LINEAR': 851, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1468] order5big_11740: LINEAR (0.0s)  running={'THEOREM': 551, 'LINEAR': 852, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1469] order5big_11748: THEOREM (73.1s)  running={'THEOREM': 552, 'LINEAR': 852, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1470] order5big_11756: THEOREM (61.2s)  running={'THEOREM': 553, 'LINEAR': 852, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1471] order5big_11764: LINEAR (0.0s)  running={'THEOREM': 553, 'LINEAR': 853, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1472] order5big_11772: THEOREM (60.4s)  running={'THEOREM': 554, 'LINEAR': 853, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1473] order5big_11780: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 854, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1474] order5big_11788: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 855, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1475] order5big_11796: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 856, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1476] order5big_11804: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 857, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1477] order5big_11812: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 858, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1478] order5big_11820: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 859, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1479] order5big_11828: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 860, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1480] order5big_11836: THEOREM (60.2s)  running={'THEOREM': 555, 'LINEAR': 860, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1481] order5big_11844: LINEAR (0.0s)  running={'THEOREM': 555, 'LINEAR': 861, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1482] order5big_11852: LINEAR (0.0s)  running={'THEOREM': 555, 'LINEAR': 862, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1483] order5big_11860: SOLVED_FMB (0.1s)  running={'THEOREM': 555, 'LINEAR': 862, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1484] order5big_11868: LINEAR (0.0s)  running={'THEOREM': 555, 'LINEAR': 863, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1485] order5big_11876: LINEAR (0.0s)  running={'THEOREM': 555, 'LINEAR': 864, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1486] order5big_11884: LINEAR (0.0s)  running={'THEOREM': 555, 'LINEAR': 865, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1487] order5big_11892: LINEAR (0.0s)  running={'THEOREM': 555, 'LINEAR': 866, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1488] order5big_11900: THEOREM (0.7s)  running={'THEOREM': 556, 'LINEAR': 866, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1489] order5big_11908: LINEAR (0.0s)  running={'THEOREM': 556, 'LINEAR': 867, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1490] order5big_11916: LINEAR (0.0s)  running={'THEOREM': 556, 'LINEAR': 868, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1491] order5big_11924: THEOREM (60.6s)  running={'THEOREM': 557, 'LINEAR': 868, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1492] order5big_11932: LINEAR (0.0s)  running={'THEOREM': 557, 'LINEAR': 869, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1493] order5big_11940: THEOREM (60.2s)  running={'THEOREM': 558, 'LINEAR': 869, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1494] order5big_11948: LINEAR (0.0s)  running={'THEOREM': 558, 'LINEAR': 870, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1495] order5big_11956: THEOREM (60.2s)  running={'THEOREM': 559, 'LINEAR': 870, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1496] order5big_11964: THEOREM (60.2s)  running={'THEOREM': 560, 'LINEAR': 870, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1497] order5big_11972: LINEAR (0.0s)  running={'THEOREM': 560, 'LINEAR': 871, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1498] order5big_11980: LINEAR (0.0s)  running={'THEOREM': 560, 'LINEAR': 872, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1499] order5big_11988: THEOREM (60.4s)  running={'THEOREM': 561, 'LINEAR': 872, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1500] order5big_11996: THEOREM (60.3s)  running={'THEOREM': 562, 'LINEAR': 872, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1501] order5big_12004: LINEAR (0.0s)  running={'THEOREM': 562, 'LINEAR': 873, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1502] order5big_12012: LINEAR (0.0s)  running={'THEOREM': 562, 'LINEAR': 874, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1503] order5big_12020: THEOREM (60.1s)  running={'THEOREM': 563, 'LINEAR': 874, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1504] order5big_12028: LINEAR (0.0s)  running={'THEOREM': 563, 'LINEAR': 875, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1505] order5big_12036: THEOREM (9.5s)  running={'THEOREM': 564, 'LINEAR': 875, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1506] order5big_12044: THEOREM (60.3s)  running={'THEOREM': 565, 'LINEAR': 875, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1507] order5big_12052: LINEAR (0.0s)  running={'THEOREM': 565, 'LINEAR': 876, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1508] order5big_12060: THEOREM (60.2s)  running={'THEOREM': 566, 'LINEAR': 876, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1509] order5big_12068: LINEAR (0.0s)  running={'THEOREM': 566, 'LINEAR': 877, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1510] order5big_12076: LINEAR (0.0s)  running={'THEOREM': 566, 'LINEAR': 878, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1511] order5big_12084: THEOREM (60.2s)  running={'THEOREM': 567, 'LINEAR': 878, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1512] order5big_12092: LINEAR (0.0s)  running={'THEOREM': 567, 'LINEAR': 879, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1513] order5big_12100: LINEAR (0.0s)  running={'THEOREM': 567, 'LINEAR': 880, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1514] order5big_12108: LINEAR (0.0s)  running={'THEOREM': 567, 'LINEAR': 881, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1515] order5big_12116: LINEAR (0.0s)  running={'THEOREM': 567, 'LINEAR': 882, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1516] order5big_12124: LINEAR (0.0s)  running={'THEOREM': 567, 'LINEAR': 883, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1517] order5big_12132: THEOREM (61.5s)  running={'THEOREM': 568, 'LINEAR': 883, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1518] order5big_12140: LINEAR (0.0s)  running={'THEOREM': 568, 'LINEAR': 884, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1519] order5big_12148: LINEAR (0.0s)  running={'THEOREM': 568, 'LINEAR': 885, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1520] order5big_12156: THEOREM (60.5s)  running={'THEOREM': 569, 'LINEAR': 885, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1521] order5big_12164: LINEAR (0.0s)  running={'THEOREM': 569, 'LINEAR': 886, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1522] order5big_12172: THEOREM (60.2s)  running={'THEOREM': 570, 'LINEAR': 886, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1523] order5big_12180: LINEAR (0.0s)  running={'THEOREM': 570, 'LINEAR': 887, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1524] order5big_12188: LINEAR (0.0s)  running={'THEOREM': 570, 'LINEAR': 888, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1525] order5big_12196: THEOREM (60.2s)  running={'THEOREM': 571, 'LINEAR': 888, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1526] order5big_12204: LINEAR (0.0s)  running={'THEOREM': 571, 'LINEAR': 889, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1527] order5big_12212: LINEAR (0.0s)  running={'THEOREM': 571, 'LINEAR': 890, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1528] order5big_12220: LINEAR (0.0s)  running={'THEOREM': 571, 'LINEAR': 891, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1529] order5big_12228: LINEAR (0.0s)  running={'THEOREM': 571, 'LINEAR': 892, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1530] order5big_12236: LINEAR (0.0s)  running={'THEOREM': 571, 'LINEAR': 893, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1531] order5big_12244: THEOREM (60.2s)  running={'THEOREM': 572, 'LINEAR': 893, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1532] order5big_12252: LINEAR (0.0s)  running={'THEOREM': 572, 'LINEAR': 894, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
