nohup: ignoring input
[1] order5big_0002: THEOREM (62.2s)  running={'THEOREM': 1}
[1293] order5big_10338: LINEAR (0.0s)  running={'THEOREM': 504, 'LINEAR': 755, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[1294] order5big_10346: LINEAR (0.0s)  running={'THEOREM': 504, 'LINEAR': 756, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[1295] order5big_10354: LINEAR (0.0s)  running={'THEOREM': 504, 'LINEAR': 757, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[1296] order5big_10362: LINEAR (0.0s)  running={'THEOREM': 504, 'LINEAR': 758, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[1297] order5big_10370: THEOREM (60.2s)  running={'THEOREM': 505, 'LINEAR': 758, 'SOLVED_FMB': 33, 'HARD_NONLINEAR': 1}
[1298] order5big_10378: SOLVED_FMB (2.0s)  running={'THEOREM': 505, 'LINEAR': 758, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1299] order5big_10386: LINEAR (0.0s)  running={'THEOREM': 505, 'LINEAR': 759, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1300] order5big_10394: LINEAR (0.0s)  running={'THEOREM': 505, 'LINEAR': 760, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1301] order5big_10402: LINEAR (0.0s)  running={'THEOREM': 505, 'LINEAR': 761, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1302] order5big_10410: THEOREM (60.3s)  running={'THEOREM': 506, 'LINEAR': 761, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1303] order5big_10418: THEOREM (60.2s)  running={'THEOREM': 507, 'LINEAR': 761, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1304] order5big_10426: LINEAR (0.0s)  running={'THEOREM': 507, 'LINEAR': 762, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1305] order5big_10434: LINEAR (0.0s)  running={'THEOREM': 507, 'LINEAR': 763, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1306] order5big_10442: THEOREM (60.5s)  running={'THEOREM': 508, 'LINEAR': 763, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1307] order5big_10450: THEOREM (60.2s)  running={'THEOREM': 509, 'LINEAR': 763, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1308] order5big_10458: THEOREM (60.3s)  running={'THEOREM': 510, 'LINEAR': 763, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1309] order5big_10466: THEOREM (60.2s)  running={'THEOREM': 511, 'LINEAR': 763, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1310] order5big_10474: LINEAR (0.0s)  running={'THEOREM': 511, 'LINEAR': 764, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 1}
[1311] order5big_10482: SOLVED_FMB (0.3s)  running={'THEOREM': 511, 'LINEAR': 764, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1312] order5big_10490: THEOREM (60.2s)  running={'THEOREM': 512, 'LINEAR': 764, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1313] order5big_10498: THEOREM (60.2s)  running={'THEOREM': 513, 'LINEAR': 764, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1314] order5big_10506: LINEAR (0.0s)  running={'THEOREM': 513, 'LINEAR': 765, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1315] order5big_10514: THEOREM (60.3s)  running={'THEOREM': 514, 'LINEAR': 765, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1316] order5big_10522: THEOREM (60.4s)  running={'THEOREM': 515, 'LINEAR': 765, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1317] order5big_10530: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 766, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1318] order5big_10538: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 767, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1319] order5big_10546: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 768, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1320] order5big_10554: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 769, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1321] order5big_10562: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 770, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1322] order5big_10570: LINEAR (0.0s)  running={'THEOREM': 515, 'LINEAR': 771, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1323] order5big_10578: THEOREM (60.2s)  running={'THEOREM': 516, 'LINEAR': 771, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1324] order5big_10586: LINEAR (0.0s)  running={'THEOREM': 516, 'LINEAR': 772, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1325] order5big_10594: THEOREM (60.2s)  running={'THEOREM': 517, 'LINEAR': 772, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1326] order5big_10602: LINEAR (0.1s)  running={'THEOREM': 517, 'LINEAR': 773, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1327] order5big_10610: LINEAR (0.0s)  running={'THEOREM': 517, 'LINEAR': 774, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1328] order5big_10618: LINEAR (0.0s)  running={'THEOREM': 517, 'LINEAR': 775, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1329] order5big_10626: LINEAR (0.0s)  running={'THEOREM': 517, 'LINEAR': 776, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1330] order5big_10634: LINEAR (0.0s)  running={'THEOREM': 517, 'LINEAR': 777, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1331] order5big_10642: THEOREM (60.4s)  running={'THEOREM': 518, 'LINEAR': 777, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1332] order5big_10650: THEOREM (60.2s)  running={'THEOREM': 519, 'LINEAR': 777, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1333] order5big_10658: LINEAR (0.0s)  running={'THEOREM': 519, 'LINEAR': 778, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1334] order5big_10666: THEOREM (60.2s)  running={'THEOREM': 520, 'LINEAR': 778, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1335] order5big_10674: LINEAR (0.0s)  running={'THEOREM': 520, 'LINEAR': 779, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1336] order5big_10682: LINEAR (0.0s)  running={'THEOREM': 520, 'LINEAR': 780, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1337] order5big_10690: LINEAR (0.0s)  running={'THEOREM': 520, 'LINEAR': 781, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1338] order5big_10698: THEOREM (60.7s)  running={'THEOREM': 521, 'LINEAR': 781, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1339] order5big_10706: THEOREM (60.2s)  running={'THEOREM': 522, 'LINEAR': 781, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1340] order5big_10714: LINEAR (0.0s)  running={'THEOREM': 522, 'LINEAR': 782, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1341] order5big_10722: THEOREM (60.3s)  running={'THEOREM': 523, 'LINEAR': 782, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1342] order5big_10730: THEOREM (60.5s)  running={'THEOREM': 524, 'LINEAR': 782, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1343] order5big_10738: LINEAR (0.0s)  running={'THEOREM': 524, 'LINEAR': 783, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1344] order5big_10746: LINEAR (0.0s)  running={'THEOREM': 524, 'LINEAR': 784, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1345] order5big_10754: LINEAR (0.0s)  running={'THEOREM': 524, 'LINEAR': 785, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1346] order5big_10762: LINEAR (0.0s)  running={'THEOREM': 524, 'LINEAR': 786, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1347] order5big_10770: LINEAR (0.0s)  running={'THEOREM': 524, 'LINEAR': 787, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1348] order5big_10778: LINEAR (0.0s)  running={'THEOREM': 524, 'LINEAR': 788, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1349] order5big_10786: LINEAR (0.0s)  running={'THEOREM': 524, 'LINEAR': 789, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1350] order5big_10794: LINEAR (0.0s)  running={'THEOREM': 524, 'LINEAR': 790, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1351] order5big_10802: THEOREM (60.6s)  running={'THEOREM': 525, 'LINEAR': 790, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1352] order5big_10810: LINEAR (0.0s)  running={'THEOREM': 525, 'LINEAR': 791, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1353] order5big_10818: THEOREM (60.2s)  running={'THEOREM': 526, 'LINEAR': 791, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1354] order5big_10826: THEOREM (60.2s)  running={'THEOREM': 527, 'LINEAR': 791, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1355] order5big_10834: THEOREM (60.2s)  running={'THEOREM': 528, 'LINEAR': 791, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1356] order5big_10842: THEOREM (60.5s)  running={'THEOREM': 529, 'LINEAR': 791, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1357] order5big_10850: THEOREM (60.2s)  running={'THEOREM': 530, 'LINEAR': 791, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1358] order5big_10858: THEOREM (60.2s)  running={'THEOREM': 531, 'LINEAR': 791, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1359] order5big_10866: THEOREM (60.5s)  running={'THEOREM': 532, 'LINEAR': 791, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1360] order5big_10874: LINEAR (0.0s)  running={'THEOREM': 532, 'LINEAR': 792, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1361] order5big_10882: THEOREM (19.8s)  running={'THEOREM': 533, 'LINEAR': 792, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1362] order5big_10890: THEOREM (60.5s)  running={'THEOREM': 534, 'LINEAR': 792, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1363] order5big_10898: LINEAR (0.0s)  running={'THEOREM': 534, 'LINEAR': 793, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 1}
[1364] order5big_10906: SOLVED_FMB (3.0s)  running={'THEOREM': 534, 'LINEAR': 793, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1365] order5big_10914: LINEAR (0.0s)  running={'THEOREM': 534, 'LINEAR': 794, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1366] order5big_10922: THEOREM (60.2s)  running={'THEOREM': 535, 'LINEAR': 794, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1367] order5big_10930: LINEAR (0.0s)  running={'THEOREM': 535, 'LINEAR': 795, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1368] order5big_10938: LINEAR (0.0s)  running={'THEOREM': 535, 'LINEAR': 796, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1369] order5big_10946: THEOREM (60.2s)  running={'THEOREM': 536, 'LINEAR': 796, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1370] order5big_10954: LINEAR (0.0s)  running={'THEOREM': 536, 'LINEAR': 797, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1371] order5big_10962: LINEAR (0.0s)  running={'THEOREM': 536, 'LINEAR': 798, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1372] order5big_10970: THEOREM (60.2s)  running={'THEOREM': 537, 'LINEAR': 798, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1373] order5big_10978: LINEAR (0.0s)  running={'THEOREM': 537, 'LINEAR': 799, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1374] order5big_10986: THEOREM (60.2s)  running={'THEOREM': 538, 'LINEAR': 799, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1375] order5big_10994: THEOREM (60.4s)  running={'THEOREM': 539, 'LINEAR': 799, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1376] order5big_11002: LINEAR (0.0s)  running={'THEOREM': 539, 'LINEAR': 800, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 1}
[1377] order5big_11010: HARD_NONLINEAR (120.1s)  running={'THEOREM': 539, 'LINEAR': 800, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1378] order5big_11018: THEOREM (60.2s)  running={'THEOREM': 540, 'LINEAR': 800, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1379] order5big_11026: LINEAR (0.0s)  running={'THEOREM': 540, 'LINEAR': 801, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1380] order5big_11034: THEOREM (60.2s)  running={'THEOREM': 541, 'LINEAR': 801, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1381] order5big_11042: LINEAR (0.0s)  running={'THEOREM': 541, 'LINEAR': 802, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1382] order5big_11050: THEOREM (60.7s)  running={'THEOREM': 542, 'LINEAR': 802, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1383] order5big_11058: LINEAR (0.0s)  running={'THEOREM': 542, 'LINEAR': 803, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1384] order5big_11066: LINEAR (0.0s)  running={'THEOREM': 542, 'LINEAR': 804, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1385] order5big_11074: THEOREM (60.2s)  running={'THEOREM': 543, 'LINEAR': 804, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1386] order5big_11082: LINEAR (0.0s)  running={'THEOREM': 543, 'LINEAR': 805, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1387] order5big_11090: LINEAR (0.0s)  running={'THEOREM': 543, 'LINEAR': 806, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1388] order5big_11098: LINEAR (0.0s)  running={'THEOREM': 543, 'LINEAR': 807, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1389] order5big_11106: THEOREM (60.8s)  running={'THEOREM': 544, 'LINEAR': 807, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1390] order5big_11114: THEOREM (60.2s)  running={'THEOREM': 545, 'LINEAR': 807, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 2}
[1391] order5big_11122: HARD_NONLINEAR (120.2s)  running={'THEOREM': 545, 'LINEAR': 807, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1392] order5big_11130: THEOREM (60.2s)  running={'THEOREM': 546, 'LINEAR': 807, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1393] order5big_11138: LINEAR (0.0s)  running={'THEOREM': 546, 'LINEAR': 808, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1394] order5big_11146: LINEAR (0.0s)  running={'THEOREM': 546, 'LINEAR': 809, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1395] order5big_11154: LINEAR (0.0s)  running={'THEOREM': 546, 'LINEAR': 810, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1396] order5big_11162: LINEAR (0.0s)  running={'THEOREM': 546, 'LINEAR': 811, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1397] order5big_11170: LINEAR (0.0s)  running={'THEOREM': 546, 'LINEAR': 812, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1398] order5big_11178: LINEAR (0.0s)  running={'THEOREM': 546, 'LINEAR': 813, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1399] order5big_11186: THEOREM (63.9s)  running={'THEOREM': 547, 'LINEAR': 813, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1400] order5big_11194: LINEAR (0.0s)  running={'THEOREM': 547, 'LINEAR': 814, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1401] order5big_11202: LINEAR (0.0s)  running={'THEOREM': 547, 'LINEAR': 815, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1402] order5big_11210: LINEAR (0.0s)  running={'THEOREM': 547, 'LINEAR': 816, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1403] order5big_11218: LINEAR (0.0s)  running={'THEOREM': 547, 'LINEAR': 817, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1404] order5big_11226: LINEAR (0.0s)  running={'THEOREM': 547, 'LINEAR': 818, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1405] order5big_11234: LINEAR (0.0s)  running={'THEOREM': 547, 'LINEAR': 819, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1406] order5big_11242: LINEAR (0.0s)  running={'THEOREM': 547, 'LINEAR': 820, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1407] order5big_11250: LINEAR (0.0s)  running={'THEOREM': 547, 'LINEAR': 821, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1408] order5big_11258: THEOREM (60.2s)  running={'THEOREM': 548, 'LINEAR': 821, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1409] order5big_11266: LINEAR (0.0s)  running={'THEOREM': 548, 'LINEAR': 822, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1410] order5big_11274: LINEAR (0.0s)  running={'THEOREM': 548, 'LINEAR': 823, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1411] order5big_11282: THEOREM (60.2s)  running={'THEOREM': 549, 'LINEAR': 823, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1412] order5big_11290: LINEAR (0.0s)  running={'THEOREM': 549, 'LINEAR': 824, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1413] order5big_11298: LINEAR (0.0s)  running={'THEOREM': 549, 'LINEAR': 825, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1414] order5big_11306: THEOREM (60.5s)  running={'THEOREM': 550, 'LINEAR': 825, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1415] order5big_11314: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 826, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1416] order5big_11322: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 827, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1417] order5big_11330: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 828, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1418] order5big_11338: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 829, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1419] order5big_11346: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 830, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1420] order5big_11354: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 831, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1421] order5big_11362: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 832, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1422] order5big_11370: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 833, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1423] order5big_11378: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 834, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1424] order5big_11386: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 835, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1425] order5big_11394: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 836, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1426] order5big_11402: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 837, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1427] order5big_11410: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 838, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1428] order5big_11418: LINEAR (0.0s)  running={'THEOREM': 550, 'LINEAR': 839, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1429] order5big_11426: THEOREM (60.3s)  running={'THEOREM': 551, 'LINEAR': 839, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1430] order5big_11434: LINEAR (0.0s)  running={'THEOREM': 551, 'LINEAR': 840, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1431] order5big_11442: LINEAR (0.0s)  running={'THEOREM': 551, 'LINEAR': 841, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1432] order5big_11450: THEOREM (60.2s)  running={'THEOREM': 552, 'LINEAR': 841, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1433] order5big_11458: LINEAR (0.0s)  running={'THEOREM': 552, 'LINEAR': 842, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1434] order5big_11466: LINEAR (0.0s)  running={'THEOREM': 552, 'LINEAR': 843, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1435] order5big_11474: LINEAR (0.0s)  running={'THEOREM': 552, 'LINEAR': 844, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1436] order5big_11482: THEOREM (0.2s)  running={'THEOREM': 553, 'LINEAR': 844, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1437] order5big_11490: LINEAR (0.0s)  running={'THEOREM': 553, 'LINEAR': 845, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1438] order5big_11498: LINEAR (0.0s)  running={'THEOREM': 553, 'LINEAR': 846, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1439] order5big_11506: LINEAR (0.0s)  running={'THEOREM': 553, 'LINEAR': 847, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1440] order5big_11514: THEOREM (60.2s)  running={'THEOREM': 554, 'LINEAR': 847, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1441] order5big_11522: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 848, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1442] order5big_11530: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 849, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1443] order5big_11538: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 850, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1444] order5big_11546: LINEAR (0.0s)  running={'THEOREM': 554, 'LINEAR': 851, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1445] order5big_11554: THEOREM (60.5s)  running={'THEOREM': 555, 'LINEAR': 851, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1446] order5big_11562: THEOREM (61.5s)  running={'THEOREM': 556, 'LINEAR': 851, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1447] order5big_11570: LINEAR (0.0s)  running={'THEOREM': 556, 'LINEAR': 852, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1448] order5big_11578: THEOREM (60.4s)  running={'THEOREM': 557, 'LINEAR': 852, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1449] order5big_11586: THEOREM (60.2s)  running={'THEOREM': 558, 'LINEAR': 852, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1450] order5big_11594: THEOREM (60.4s)  running={'THEOREM': 559, 'LINEAR': 852, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1451] order5big_11602: THEOREM (60.2s)  running={'THEOREM': 560, 'LINEAR': 852, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1452] order5big_11610: THEOREM (60.2s)  running={'THEOREM': 561, 'LINEAR': 852, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1453] order5big_11618: LINEAR (0.0s)  running={'THEOREM': 561, 'LINEAR': 853, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1454] order5big_11626: THEOREM (60.7s)  running={'THEOREM': 562, 'LINEAR': 853, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1455] order5big_11634: LINEAR (0.0s)  running={'THEOREM': 562, 'LINEAR': 854, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1456] order5big_11642: LINEAR (0.0s)  running={'THEOREM': 562, 'LINEAR': 855, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1457] order5big_11650: LINEAR (0.0s)  running={'THEOREM': 562, 'LINEAR': 856, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 3}
[1458] order5big_11658: SOLVED_FMB (1.2s)  running={'THEOREM': 562, 'LINEAR': 856, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
[1459] order5big_11666: LINEAR (0.0s)  running={'THEOREM': 562, 'LINEAR': 857, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
[1460] order5big_11674: LINEAR (0.0s)  running={'THEOREM': 562, 'LINEAR': 858, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
[1461] order5big_11682: THEOREM (60.6s)  running={'THEOREM': 563, 'LINEAR': 858, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
[1462] order5big_11690: LINEAR (0.0s)  running={'THEOREM': 563, 'LINEAR': 859, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
[1463] order5big_11698: THEOREM (60.2s)  running={'THEOREM': 564, 'LINEAR': 859, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
[1464] order5big_11706: THEOREM (60.2s)  running={'THEOREM': 565, 'LINEAR': 859, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
[1465] order5big_11714: LINEAR (0.0s)  running={'THEOREM': 565, 'LINEAR': 860, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
[1466] order5big_11722: LINEAR (0.0s)  running={'THEOREM': 565, 'LINEAR': 861, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
[1467] order5big_11730: LINEAR (0.0s)  running={'THEOREM': 565, 'LINEAR': 862, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
[1468] order5big_11738: LINEAR (0.0s)  running={'THEOREM': 565, 'LINEAR': 863, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 3}
