nohup: ignoring input
[1] order5big_0005: LINEAR (0.0s)  running={'LINEAR': 1}
[1029] order5big_8229: LINEAR (0.0s)  running={'LINEAR': 577, 'THEOREM': 414, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1030] order5big_8237: LINEAR (0.0s)  running={'LINEAR': 578, 'THEOREM': 414, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1031] order5big_8245: LINEAR (0.0s)  running={'LINEAR': 579, 'THEOREM': 414, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1032] order5big_8253: LINEAR (0.0s)  running={'LINEAR': 580, 'THEOREM': 414, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1033] order5big_8261: LINEAR (0.0s)  running={'LINEAR': 581, 'THEOREM': 414, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1034] order5big_8269: THEOREM (4.6s)  running={'LINEAR': 581, 'THEOREM': 415, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1035] order5big_8277: LINEAR (0.0s)  running={'LINEAR': 582, 'THEOREM': 415, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1036] order5big_8285: THEOREM (60.4s)  running={'LINEAR': 582, 'THEOREM': 416, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1037] order5big_8293: LINEAR (0.0s)  running={'LINEAR': 583, 'THEOREM': 416, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1038] order5big_8301: LINEAR (0.0s)  running={'LINEAR': 584, 'THEOREM': 416, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1039] order5big_8309: LINEAR (0.0s)  running={'LINEAR': 585, 'THEOREM': 416, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1040] order5big_8317: THEOREM (60.2s)  running={'LINEAR': 585, 'THEOREM': 417, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1041] order5big_8325: LINEAR (0.0s)  running={'LINEAR': 586, 'THEOREM': 417, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1042] order5big_8333: LINEAR (0.0s)  running={'LINEAR': 587, 'THEOREM': 417, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1043] order5big_8341: LINEAR (0.0s)  running={'LINEAR': 588, 'THEOREM': 417, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1044] order5big_8349: THEOREM (60.2s)  running={'LINEAR': 588, 'THEOREM': 418, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1045] order5big_8357: LINEAR (0.0s)  running={'LINEAR': 589, 'THEOREM': 418, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1046] order5big_8365: LINEAR (0.0s)  running={'LINEAR': 590, 'THEOREM': 418, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1047] order5big_8373: LINEAR (0.0s)  running={'LINEAR': 591, 'THEOREM': 418, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1048] order5big_8381: LINEAR (0.0s)  running={'LINEAR': 592, 'THEOREM': 418, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1049] order5big_8389: LINEAR (0.0s)  running={'LINEAR': 593, 'THEOREM': 418, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1050] order5big_8397: THEOREM (60.2s)  running={'LINEAR': 593, 'THEOREM': 419, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1051] order5big_8405: LINEAR (0.0s)  running={'LINEAR': 594, 'THEOREM': 419, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1052] order5big_8413: LINEAR (0.0s)  running={'LINEAR': 595, 'THEOREM': 419, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1053] order5big_8421: THEOREM (60.1s)  running={'LINEAR': 595, 'THEOREM': 420, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1054] order5big_8429: LINEAR (0.0s)  running={'LINEAR': 596, 'THEOREM': 420, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1055] order5big_8437: LINEAR (0.0s)  running={'LINEAR': 597, 'THEOREM': 420, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1056] order5big_8445: LINEAR (0.0s)  running={'LINEAR': 598, 'THEOREM': 420, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1057] order5big_8453: THEOREM (60.4s)  running={'LINEAR': 598, 'THEOREM': 421, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1058] order5big_8461: THEOREM (60.1s)  running={'LINEAR': 598, 'THEOREM': 422, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1059] order5big_8469: THEOREM (60.2s)  running={'LINEAR': 598, 'THEOREM': 423, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1060] order5big_8477: THEOREM (60.4s)  running={'LINEAR': 598, 'THEOREM': 424, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1061] order5big_8485: LINEAR (0.0s)  running={'LINEAR': 599, 'THEOREM': 424, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1062] order5big_8493: LINEAR (0.0s)  running={'LINEAR': 600, 'THEOREM': 424, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1063] order5big_8501: LINEAR (0.0s)  running={'LINEAR': 601, 'THEOREM': 424, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1064] order5big_8509: THEOREM (60.8s)  running={'LINEAR': 601, 'THEOREM': 425, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1065] order5big_8517: LINEAR (0.0s)  running={'LINEAR': 602, 'THEOREM': 425, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1066] order5big_8525: LINEAR (0.0s)  running={'LINEAR': 603, 'THEOREM': 425, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1067] order5big_8533: LINEAR (0.0s)  running={'LINEAR': 604, 'THEOREM': 425, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1068] order5big_8541: LINEAR (0.0s)  running={'LINEAR': 605, 'THEOREM': 425, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1069] order5big_8549: LINEAR (0.0s)  running={'LINEAR': 606, 'THEOREM': 425, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1070] order5big_8557: LINEAR (0.0s)  running={'LINEAR': 607, 'THEOREM': 425, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1071] order5big_8565: LINEAR (0.0s)  running={'LINEAR': 608, 'THEOREM': 425, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1072] order5big_8573: THEOREM (62.2s)  running={'LINEAR': 608, 'THEOREM': 426, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1073] order5big_8581: LINEAR (0.0s)  running={'LINEAR': 609, 'THEOREM': 426, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1074] order5big_8589: THEOREM (60.2s)  running={'LINEAR': 609, 'THEOREM': 427, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1075] order5big_8597: THEOREM (60.3s)  running={'LINEAR': 609, 'THEOREM': 428, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1076] order5big_8605: THEOREM (2.6s)  running={'LINEAR': 609, 'THEOREM': 429, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1077] order5big_8613: THEOREM (60.2s)  running={'LINEAR': 609, 'THEOREM': 430, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1078] order5big_8621: THEOREM (60.2s)  running={'LINEAR': 609, 'THEOREM': 431, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1079] order5big_8629: THEOREM (60.2s)  running={'LINEAR': 609, 'THEOREM': 432, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1080] order5big_8637: LINEAR (0.0s)  running={'LINEAR': 610, 'THEOREM': 432, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1081] order5big_8645: THEOREM (60.1s)  running={'LINEAR': 610, 'THEOREM': 433, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1082] order5big_8653: THEOREM (61.1s)  running={'LINEAR': 610, 'THEOREM': 434, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1083] order5big_8661: LINEAR (0.0s)  running={'LINEAR': 611, 'THEOREM': 434, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1084] order5big_8669: THEOREM (60.2s)  running={'LINEAR': 611, 'THEOREM': 435, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1085] order5big_8677: LINEAR (0.0s)  running={'LINEAR': 612, 'THEOREM': 435, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1086] order5big_8685: THEOREM (60.1s)  running={'LINEAR': 612, 'THEOREM': 436, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1087] order5big_8693: LINEAR (0.0s)  running={'LINEAR': 613, 'THEOREM': 436, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1088] order5big_8701: THEOREM (60.6s)  running={'LINEAR': 613, 'THEOREM': 437, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1089] order5big_8709: LINEAR (0.0s)  running={'LINEAR': 614, 'THEOREM': 437, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1090] order5big_8717: THEOREM (60.2s)  running={'LINEAR': 614, 'THEOREM': 438, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1091] order5big_8725: LINEAR (0.0s)  running={'LINEAR': 615, 'THEOREM': 438, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1092] order5big_8733: THEOREM (60.2s)  running={'LINEAR': 615, 'THEOREM': 439, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1093] order5big_8741: LINEAR (0.0s)  running={'LINEAR': 616, 'THEOREM': 439, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1094] order5big_8749: LINEAR (0.0s)  running={'LINEAR': 617, 'THEOREM': 439, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1095] order5big_8757: LINEAR (0.0s)  running={'LINEAR': 618, 'THEOREM': 439, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1096] order5big_8765: LINEAR (0.0s)  running={'LINEAR': 619, 'THEOREM': 439, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1097] order5big_8773: LINEAR (0.0s)  running={'LINEAR': 620, 'THEOREM': 439, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1098] order5big_8781: THEOREM (60.2s)  running={'LINEAR': 620, 'THEOREM': 440, 'SOLVED_FMB': 34, 'HARD_NONLINEAR': 4}
[1099] order5big_8789: SOLVED_FMB (140.9s)  running={'LINEAR': 620, 'THEOREM': 440, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1100] order5big_8797: LINEAR (0.0s)  running={'LINEAR': 621, 'THEOREM': 440, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1101] order5big_8805: LINEAR (0.0s)  running={'LINEAR': 622, 'THEOREM': 440, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1102] order5big_8813: THEOREM (60.2s)  running={'LINEAR': 622, 'THEOREM': 441, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1103] order5big_8821: LINEAR (0.0s)  running={'LINEAR': 623, 'THEOREM': 441, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1104] order5big_8829: LINEAR (0.0s)  running={'LINEAR': 624, 'THEOREM': 441, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1105] order5big_8837: LINEAR (0.0s)  running={'LINEAR': 625, 'THEOREM': 441, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1106] order5big_8845: LINEAR (0.0s)  running={'LINEAR': 626, 'THEOREM': 441, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1107] order5big_8853: LINEAR (0.0s)  running={'LINEAR': 627, 'THEOREM': 441, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1108] order5big_8861: THEOREM (60.2s)  running={'LINEAR': 627, 'THEOREM': 442, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1109] order5big_8869: LINEAR (0.0s)  running={'LINEAR': 628, 'THEOREM': 442, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1110] order5big_8877: LINEAR (0.0s)  running={'LINEAR': 629, 'THEOREM': 442, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1111] order5big_8885: THEOREM (60.2s)  running={'LINEAR': 629, 'THEOREM': 443, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1112] order5big_8893: LINEAR (0.0s)  running={'LINEAR': 630, 'THEOREM': 443, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1113] order5big_8901: LINEAR (0.0s)  running={'LINEAR': 631, 'THEOREM': 443, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1114] order5big_8909: LINEAR (0.0s)  running={'LINEAR': 632, 'THEOREM': 443, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1115] order5big_8917: THEOREM (77.5s)  running={'LINEAR': 632, 'THEOREM': 444, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1116] order5big_8925: LINEAR (0.0s)  running={'LINEAR': 633, 'THEOREM': 444, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1117] order5big_8933: LINEAR (0.0s)  running={'LINEAR': 634, 'THEOREM': 444, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1118] order5big_8941: LINEAR (0.0s)  running={'LINEAR': 635, 'THEOREM': 444, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1119] order5big_8949: LINEAR (0.0s)  running={'LINEAR': 636, 'THEOREM': 444, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1120] order5big_8957: THEOREM (60.2s)  running={'LINEAR': 636, 'THEOREM': 445, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1121] order5big_8965: LINEAR (0.0s)  running={'LINEAR': 637, 'THEOREM': 445, 'SOLVED_FMB': 35, 'HARD_NONLINEAR': 4}
[1122] order5big_8973: SOLVED_FMB (0.2s)  running={'LINEAR': 637, 'THEOREM': 445, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1123] order5big_8981: LINEAR (0.0s)  running={'LINEAR': 638, 'THEOREM': 445, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1124] order5big_8989: LINEAR (0.0s)  running={'LINEAR': 639, 'THEOREM': 445, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1125] order5big_8997: THEOREM (61.6s)  running={'LINEAR': 639, 'THEOREM': 446, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1126] order5big_9005: LINEAR (0.0s)  running={'LINEAR': 640, 'THEOREM': 446, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1127] order5big_9013: THEOREM (60.6s)  running={'LINEAR': 640, 'THEOREM': 447, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1128] order5big_9021: LINEAR (0.0s)  running={'LINEAR': 641, 'THEOREM': 447, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1129] order5big_9029: THEOREM (73.1s)  running={'LINEAR': 641, 'THEOREM': 448, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1130] order5big_9037: THEOREM (60.2s)  running={'LINEAR': 641, 'THEOREM': 449, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1131] order5big_9045: LINEAR (0.0s)  running={'LINEAR': 642, 'THEOREM': 449, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1132] order5big_9053: LINEAR (0.0s)  running={'LINEAR': 643, 'THEOREM': 449, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1133] order5big_9061: LINEAR (0.0s)  running={'LINEAR': 644, 'THEOREM': 449, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1134] order5big_9069: THEOREM (60.2s)  running={'LINEAR': 644, 'THEOREM': 450, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1135] order5big_9077: LINEAR (0.0s)  running={'LINEAR': 645, 'THEOREM': 450, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1136] order5big_9085: LINEAR (0.0s)  running={'LINEAR': 646, 'THEOREM': 450, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1137] order5big_9093: THEOREM (60.2s)  running={'LINEAR': 646, 'THEOREM': 451, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1138] order5big_9101: LINEAR (0.0s)  running={'LINEAR': 647, 'THEOREM': 451, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1139] order5big_9109: LINEAR (0.0s)  running={'LINEAR': 648, 'THEOREM': 451, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1140] order5big_9117: THEOREM (60.4s)  running={'LINEAR': 648, 'THEOREM': 452, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1141] order5big_9125: LINEAR (0.0s)  running={'LINEAR': 649, 'THEOREM': 452, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1142] order5big_9133: THEOREM (60.2s)  running={'LINEAR': 649, 'THEOREM': 453, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1143] order5big_9141: THEOREM (60.2s)  running={'LINEAR': 649, 'THEOREM': 454, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1144] order5big_9149: LINEAR (0.0s)  running={'LINEAR': 650, 'THEOREM': 454, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1145] order5big_9157: LINEAR (0.0s)  running={'LINEAR': 651, 'THEOREM': 454, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1146] order5big_9165: LINEAR (0.0s)  running={'LINEAR': 652, 'THEOREM': 454, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1147] order5big_9173: LINEAR (0.0s)  running={'LINEAR': 653, 'THEOREM': 454, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1148] order5big_9181: THEOREM (74.1s)  running={'LINEAR': 653, 'THEOREM': 455, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1149] order5big_9189: THEOREM (60.2s)  running={'LINEAR': 653, 'THEOREM': 456, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1150] order5big_9197: THEOREM (60.3s)  running={'LINEAR': 653, 'THEOREM': 457, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1151] order5big_9205: THEOREM (71.7s)  running={'LINEAR': 653, 'THEOREM': 458, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1152] order5big_9213: LINEAR (0.0s)  running={'LINEAR': 654, 'THEOREM': 458, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1153] order5big_9221: LINEAR (0.0s)  running={'LINEAR': 655, 'THEOREM': 458, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1154] order5big_9229: LINEAR (0.0s)  running={'LINEAR': 656, 'THEOREM': 458, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1155] order5big_9237: THEOREM (60.2s)  running={'LINEAR': 656, 'THEOREM': 459, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1156] order5big_9245: LINEAR (0.0s)  running={'LINEAR': 657, 'THEOREM': 459, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1157] order5big_9253: LINEAR (0.0s)  running={'LINEAR': 658, 'THEOREM': 459, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1158] order5big_9261: LINEAR (0.0s)  running={'LINEAR': 659, 'THEOREM': 459, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1159] order5big_9269: THEOREM (60.2s)  running={'LINEAR': 659, 'THEOREM': 460, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1160] order5big_9277: LINEAR (0.0s)  running={'LINEAR': 660, 'THEOREM': 460, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1161] order5big_9285: LINEAR (0.0s)  running={'LINEAR': 661, 'THEOREM': 460, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1162] order5big_9293: LINEAR (0.0s)  running={'LINEAR': 662, 'THEOREM': 460, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1163] order5big_9301: LINEAR (0.0s)  running={'LINEAR': 663, 'THEOREM': 460, 'SOLVED_FMB': 36, 'HARD_NONLINEAR': 4}
[1164] order5big_9309: SOLVED_FMB (1.5s)  running={'LINEAR': 663, 'THEOREM': 460, 'SOLVED_FMB': 37, 'HARD_NONLINEAR': 4}
[1165] order5big_9317: SOLVED_FMB (1.5s)  running={'LINEAR': 663, 'THEOREM': 460, 'SOLVED_FMB': 38, 'HARD_NONLINEAR': 4}
[1166] order5big_9325: SOLVED_FMB (1.6s)  running={'LINEAR': 663, 'THEOREM': 460, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1167] order5big_9333: LINEAR (0.0s)  running={'LINEAR': 664, 'THEOREM': 460, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1168] order5big_9341: LINEAR (0.0s)  running={'LINEAR': 665, 'THEOREM': 460, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1169] order5big_9349: THEOREM (61.2s)  running={'LINEAR': 665, 'THEOREM': 461, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1170] order5big_9357: LINEAR (0.0s)  running={'LINEAR': 666, 'THEOREM': 461, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1171] order5big_9365: LINEAR (0.0s)  running={'LINEAR': 667, 'THEOREM': 461, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1172] order5big_9373: LINEAR (0.0s)  running={'LINEAR': 668, 'THEOREM': 461, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1173] order5big_9381: THEOREM (60.2s)  running={'LINEAR': 668, 'THEOREM': 462, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1174] order5big_9389: THEOREM (60.2s)  running={'LINEAR': 668, 'THEOREM': 463, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1175] order5big_9397: LINEAR (0.0s)  running={'LINEAR': 669, 'THEOREM': 463, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1176] order5big_9405: LINEAR (0.0s)  running={'LINEAR': 670, 'THEOREM': 463, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1177] order5big_9413: THEOREM (65.3s)  running={'LINEAR': 670, 'THEOREM': 464, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1178] order5big_9421: LINEAR (0.0s)  running={'LINEAR': 671, 'THEOREM': 464, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1179] order5big_9429: THEOREM (60.6s)  running={'LINEAR': 671, 'THEOREM': 465, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1180] order5big_9437: LINEAR (0.0s)  running={'LINEAR': 672, 'THEOREM': 465, 'SOLVED_FMB': 39, 'HARD_NONLINEAR': 4}
[1181] order5big_9445: SOLVED_FMB (1.2s)  running={'LINEAR': 672, 'THEOREM': 465, 'SOLVED_FMB': 40, 'HARD_NONLINEAR': 4}
[1182] order5big_9453: LINEAR (0.0s)  running={'LINEAR': 673, 'THEOREM': 465, 'SOLVED_FMB': 40, 'HARD_NONLINEAR': 4}
[1183] order5big_9461: SOLVED_FMB (2.7s)  running={'LINEAR': 673, 'THEOREM': 465, 'SOLVED_FMB': 41, 'HARD_NONLINEAR': 4}
[1184] order5big_9469: LINEAR (0.0s)  running={'LINEAR': 674, 'THEOREM': 465, 'SOLVED_FMB': 41, 'HARD_NONLINEAR': 4}
[1185] order5big_9477: SOLVED_FMB (1.9s)  running={'LINEAR': 674, 'THEOREM': 465, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1186] order5big_9485: LINEAR (0.0s)  running={'LINEAR': 675, 'THEOREM': 465, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1187] order5big_9493: LINEAR (0.0s)  running={'LINEAR': 676, 'THEOREM': 465, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1188] order5big_9501: THEOREM (60.2s)  running={'LINEAR': 676, 'THEOREM': 466, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1189] order5big_9509: THEOREM (6.3s)  running={'LINEAR': 676, 'THEOREM': 467, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1190] order5big_9517: LINEAR (0.0s)  running={'LINEAR': 677, 'THEOREM': 467, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1191] order5big_9525: LINEAR (0.0s)  running={'LINEAR': 678, 'THEOREM': 467, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1192] order5big_9533: LINEAR (0.0s)  running={'LINEAR': 679, 'THEOREM': 467, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1193] order5big_9541: LINEAR (0.0s)  running={'LINEAR': 680, 'THEOREM': 467, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1194] order5big_9549: LINEAR (0.0s)  running={'LINEAR': 681, 'THEOREM': 467, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1195] order5big_9557: LINEAR (0.0s)  running={'LINEAR': 682, 'THEOREM': 467, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1196] order5big_9565: LINEAR (0.0s)  running={'LINEAR': 683, 'THEOREM': 467, 'SOLVED_FMB': 42, 'HARD_NONLINEAR': 4}
[1197] order5big_9573: SOLVED_FMB (0.1s)  running={'LINEAR': 683, 'THEOREM': 467, 'SOLVED_FMB': 43, 'HARD_NONLINEAR': 4}
[1198] order5big_9581: LINEAR (0.0s)  running={'LINEAR': 684, 'THEOREM': 467, 'SOLVED_FMB': 43, 'HARD_NONLINEAR': 4}
[1199] order5big_9589: LINEAR (0.0s)  running={'LINEAR': 685, 'THEOREM': 467, 'SOLVED_FMB': 43, 'HARD_NONLINEAR': 4}
[1200] order5big_9597: THEOREM (60.2s)  running={'LINEAR': 685, 'THEOREM': 468, 'SOLVED_FMB': 43, 'HARD_NONLINEAR': 4}
[1201] order5big_9605: LINEAR (0.0s)  running={'LINEAR': 686, 'THEOREM': 468, 'SOLVED_FMB': 43, 'HARD_NONLINEAR': 4}
[1202] order5big_9613: THEOREM (60.2s)  running={'LINEAR': 686, 'THEOREM': 469, 'SOLVED_FMB': 43, 'HARD_NONLINEAR': 4}
[1203] order5big_9621: LINEAR (0.0s)  running={'LINEAR': 687, 'THEOREM': 469, 'SOLVED_FMB': 43, 'HARD_NONLINEAR': 4}
[1204] order5big_9629: LINEAR (0.0s)  running={'LINEAR': 688, 'THEOREM': 469, 'SOLVED_FMB': 43, 'HARD_NONLINEAR': 4}
